run	set	worker	status	tsload	tssend	doc1img	doc1txt	doc1keys	doc1rel	doc2img	doc2txt	doc2keys	doc2rel	doc3img	doc3txt	doc3keys	doc3rel	doc4img	doc4txt	doc4keys	doc4rel	doc5img	doc5txt	doc5keys	doc5rel	kfails	tfails	comment
2	720	216	Preview	13/09/2011 18:27:51	13/09/2011 18:28:13	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	543	30	Accepted	13/09/2011 18:27:56	13/09/2011 18:32:43	70.55	0.00	1	1	46.13	0.00	1	71	33.67	0.00	1	9	65.88	0.00	1	26	36.73	0.00	1	0	0	0	""
2	814	728	Preview	13/09/2011 18:28:18	13/09/2011 18:29:00	40.05	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	820	686	Preview	13/09/2011 18:28:58	13/09/2011 19:06:05	2225.68	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	814	728	Accepted	13/09/2011 18:29:09	13/09/2011 18:34:15	67.28	0.00	2	80	70.33	0.00	2	4	82.79	0.00	2	1	47.94	0.00	1	75	37.13	0.00	2	76	0	0	""
2	614	746	Accepted	13/09/2011 18:29:16	13/09/2011 18:30:31	21.64	0.00	1	56	12.34	0.00	2	47	17.24	0.00	2	43	9.14	0.00	2	41	12.60	0.00	1	0	0	0	""
2	372	172	Preview	13/09/2011 18:29:19	13/09/2011 18:29:39	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	42	183	Preview	13/09/2011 18:29:27	13/09/2011 18:29:48	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	606	182	Preview	13/09/2011 18:29:33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	372	172	Skipped	13/09/2011 18:29:42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	270	95	Rejected	13/09/2011 18:29:42	13/09/2011 18:31:49	46.73	0.00	1	74	29.21	0.00	1	79	13.23	0.00	1	73	16.19	0.00	1	83	19.47	0.00	1	84	1	0	""
2	42	183	Accepted	13/09/2011 18:29:48	13/09/2011 18:30:33	10.10	0.00	2	82	5.57	0.00	1	76	6.35	0.00	1	86	11.49	0.00	2	89	9.67	0.00	1	92	0	0	""
2	455	180	Rejected	13/09/2011 18:29:51	13/09/2011 18:31:43	20.19	0.00	1	75	15.23	0.00	1	83	25.36	0.00	2	84	19.14	0.00	1	84	30.09	0.00	2	84	1	0	""
2	52	442	Rejected	13/09/2011 18:29:56	13/09/2011 18:31:40	24.12	0.00	1	0	22.73	0.00	1	2	15.39	0.00	1	0	14.12	0.00	2	1	25.01	0.00	2	1	1	0	""
2	9	412	Preview	13/09/2011 18:30:04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	103	93	Skipped	13/09/2011 18:30:14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	169	412	Preview	13/09/2011 18:30:30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	803	746	Accepted	13/09/2011 18:30:35	13/09/2011 18:31:42	16.65	0.00	1	20	10.16	0.00	1	0	17.22	0.00	1	37	8.51	0.00	2	57	12.04	0.00	2	78	0	0	""
2	725	183	Preview	13/09/2011 18:30:35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	725	183	Rejected	13/09/2011 18:30:38	13/09/2011 18:32:03	20.11	0.00	1	80	27.22	0.00	2	86	15.52	0.00	1	5	12.08	0.00	1	80	9.05	0.00	2	86	1	0	""
2	24	276	Preview	13/09/2011 18:30:55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	432	535	Rejected	13/09/2011 18:31:38	13/09/2011 18:39:41	278.41	0.00	1	49	38.86	0.00	1	95	35.26	0.00	2	94	88.27	0.00	2	41	39.48	0.00	1	99	1	0	""
2	117	746	Accepted	13/09/2011 18:31:45	13/09/2011 18:32:51	21.63	0.00	2	25	8.40	0.00	1	81	8.80	0.00	2	82	12.66	0.00	2	40	13.77	0.00	1	16	0	0	""
2	439	442	Accepted	13/09/2011 18:31:48	13/09/2011 18:33:13	22.81	0.00	1	95	10.89	0.00	2	91	15.92	0.00	2	43	21.28	0.00	1	2	12.08	0.00	1	70	0	0	""
2	790	262	Preview	13/09/2011 18:32:07	13/09/2011 18:33:49	100.10	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	45	746	Accepted	13/09/2011 18:32:55	13/09/2011 18:33:59	10.28	0.00	1	92	21.80	0.00	1	11	7.17	0.00	1	80	8.38	0.00	1	7	15.06	0.00	2	5	0	0	""
2	100	223	Preview	13/09/2011 18:33:02	13/09/2011 18:33:44	34.97	0.00	NA	NA	5.05	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	802	412	Preview	13/09/2011 18:33:19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	784	442	Rejected	13/09/2011 18:33:20	13/09/2011 18:34:56	38.93	0.00	2	0	14.01	0.00	2	0	12.18	0.00	2	0	12.65	0.00	2	0	16.90	0.00	1	1	1	0	""
2	563	182	Preview	13/09/2011 18:33:23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	236	30	Skipped	13/09/2011 18:33:34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	378	746	Accepted	13/09/2011 18:34:02	13/09/2011 18:35:17	17.13	0.00	1	4	16.72	0.00	2	2	16.35	0.00	2	15	10.14	0.00	1	88	14.28	0.00	2	45	0	0	""
2	819	412	Preview	13/09/2011 18:34:08	13/09/2011 18:34:20	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	375	728	Preview	13/09/2011 18:34:19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	717	619	Preview	13/09/2011 18:34:27	13/09/2011 18:35:00	30.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	619	728	Preview	13/09/2011 18:34:32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	619	728	Accepted	13/09/2011 18:34:39	13/09/2011 18:38:14	56.91	0.00	1	47	61.48	0.00	1	26	32.93	0.00	1	84	34.83	0.00	2	77	28.24	0.00	2	2	0	0	""
2	635	746	Rejected	13/09/2011 18:35:21	13/09/2011 18:36:31	17.62	0.00	1	47	8.86	0.00	1	43	12.49	0.00	2	11	10.23	10.51	2	0	10.12	0.00	2	36	1	0	""
2	230	442	Preview	13/09/2011 18:35:41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	428	94	Preview	13/09/2011 18:35:51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	520	417	Preview	13/09/2011 18:35:57	13/09/2011 19:36:47	721.63	189.08	NA	NA	69.81	181.77	NA	NA	266.90	234.34	NA	NA	1235.12	2.30	NA	NA	314.50	0.00	NA	NA	NA	NA	NA
2	428	94	Skipped	13/09/2011 18:36:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	456	451	Preview	13/09/2011 18:36:14	13/09/2011 18:36:25	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	119	93	Preview	13/09/2011 18:36:15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	119	93	Skipped	13/09/2011 18:36:20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	523	746	Skipped	13/09/2011 18:36:36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	34	225	Preview	13/09/2011 18:37:26	13/09/2011 18:37:50	20.10	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	469	730	Preview	13/09/2011 18:37:28	13/09/2011 18:37:48	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	109	728	Preview	13/09/2011 18:38:18	13/09/2011 18:38:38	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	109	728	Accepted	13/09/2011 18:38:54	13/09/2011 18:45:55	208.83	0.00	2	0	91.58	0.00	2	11	35.78	0.00	2	79	33.96	0.00	2	1	49.72	0.00	1	78	0	0	""
2	438	680	Preview	13/09/2011 18:39:07	13/09/2011 18:40:29	80.20	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	755	726	Preview	13/09/2011 18:40:23	13/09/2011 18:40:35	10.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	628	664	Preview	13/09/2011 18:40:54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	458	182	Preview	13/09/2011 18:41:02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	546	664	Preview	13/09/2011 18:41:03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	643	746	Preview	13/09/2011 18:41:16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	725	664	Preview	13/09/2011 18:41:16	13/09/2011 18:47:27	370.70	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	643	746	Accepted	13/09/2011 18:41:19	13/09/2011 18:42:21	16.34	0.00	2	16	11.66	0.00	1	39	5.45	0.00	1	22	14.34	0.00	2	23	12.57	0.00	2	41	0	0	""
2	272	746	Accepted	13/09/2011 18:42:24	13/09/2011 18:43:42	18.05	0.00	2	3	10.31	0.00	2	1	13.45	0.00	2	4	19.31	0.00	2	80	16.37	0.00	1	7	0	0	""
2	157	613	Preview	13/09/2011 18:42:58	13/09/2011 18:43:29	30.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	786	138	Preview	13/09/2011 18:43:14	13/09/2011 18:45:28	29.74	12.19	NA	NA	16.28	0.00	NA	NA	3.88	0.00	NA	NA	0.67	0.00	NA	NA	67.31	0.00	NA	NA	NA	NA	NA
2	16	746	Accepted	13/09/2011 18:43:46	13/09/2011 18:45:01	15.33	0.00	1	34	8.75	0.00	2	34	9.31	0.00	2	1	7.01	21.64	2	5	0.76	12.06	1	45	0	0	""
2	155	746	Accepted	13/09/2011 18:45:04	13/09/2011 18:46:31	0.00	26.44	2	40	0.00	20.62	1	0	0.00	8.07	1	0	0.00	20.47	2	3	0.00	10.20	1	62	0	0	""
2	629	728	Preview	13/09/2011 18:45:59	13/09/2011 18:46:20	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	632	746	Rejected	13/09/2011 18:46:34	13/09/2011 18:47:46	0.00	13.35	1	0	0.00	13.90	1	0	0.00	14.71	2	0	0.00	10.83	1	7	0.00	18.02	2	7	1	0	""
2	12	728	Preview	13/09/2011 18:46:35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	12	728	Accepted	13/09/2011 18:46:44	13/09/2011 18:51:27	69.82	0.00	2	95	84.60	0.00	1	68	46.30	0.00	1	10	44.86	0.00	1	92	37.13	0.00	2	59	0	0	""
2	48	746	Preview	13/09/2011 18:47:52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	222	746	Preview	13/09/2011 18:48:01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	148	591	Preview	13/09/2011 18:48:13	13/09/2011 18:48:54	40.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	545	133	Preview	13/09/2011 18:49:18	13/09/2011 18:49:30	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	210	198	Preview	13/09/2011 18:50:50	13/09/2011 18:51:02	10.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	727	728	Preview	13/09/2011 18:51:31	13/09/2011 18:51:41	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	727	728	Accepted	13/09/2011 18:51:46	13/09/2011 18:54:08	50.79	0.00	2	1	19.25	0.00	1	92	24.04	0.00	2	8	11.28	0.00	2	1	36.09	0.00	1	6	0	0	""
2	39	728	Preview	13/09/2011 18:54:14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	232	621	Preview	13/09/2011 18:54:23	13/09/2011 18:56:05	100.45	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	39	728	Rejected	13/09/2011 18:54:29	13/09/2011 18:56:44	21.87	0.00	1	92	38.35	0.00	1	2	19.56	0.00	1	89	39.16	0.00	1	3	15.74	0.00	2	90	1	0	""
2	232	621	Rejected	13/09/2011 18:56:07	13/09/2011 18:59:08	51.54	0.00	1	0	37.88	0.00	2	85	31.20	0.00	1	0	16.40	0.00	1	0	43.09	0.00	2	10	2	0	""
2	753	255	Preview	13/09/2011 18:56:19	13/09/2011 18:56:31	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	1	728	Preview	13/09/2011 18:56:51	13/09/2011 18:57:41	50.08	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	711	728	Preview	13/09/2011 18:57:52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	711	728	Accepted	13/09/2011 18:57:59	13/09/2011 19:00:18	22.28	0.00	1	4	34.80	0.00	1	66	14.47	0.00	2	1	19.21	0.00	1	88	47.65	0.00	1	92	0	0	""
2	420	719	Skipped	13/09/2011 18:58:13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	231	512	Preview	13/09/2011 18:58:58	13/09/2011 19:01:41	30.00	62.13	NA	NA	0.00	7.87	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	549	621	Preview	13/09/2011 18:59:13	13/09/2011 19:12:35	801.75	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	624	576	Preview	13/09/2011 18:59:22	13/09/2011 19:00:56	90.18	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	828	728	Preview	13/09/2011 19:00:22	13/09/2011 19:00:32	10.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	410	704	Preview	13/09/2011 19:00:35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	410	391	Preview	13/09/2011 19:00:36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	410	573	Preview	13/09/2011 19:00:36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	512	728	Preview	13/09/2011 19:00:46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	512	728	Rejected	13/09/2011 19:00:52	13/09/2011 19:03:40	54.43	0.00	1	64	34.09	0.00	2	6	32.42	0.00	2	90	28.54	0.00	1	11	18.75	0.00	1	94	2	0	""
2	836	596	Preview	13/09/2011 19:00:53	13/09/2011 19:01:16	20.24	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	624	576	Accepted	13/09/2011 19:00:57	13/09/2011 19:07:09	72.49	0.00	2	43	30.47	42.04	2	29	2.78	99.90	2	3	0.00	39.52	2	25	0.00	64.44	2	5	0	0	""
2	231	512	Accepted	13/09/2011 19:02:20	13/09/2011 19:08:36	114.90	4.99	1	70	0.00	53.40	2	79	130.12	0.00	1	45	39.29	0.00	2	59	24.41	0.00	1	71	0	0	"Nice Article"
2	9	209	Preview	13/09/2011 19:04:05	13/09/2011 19:07:40	183.10	0.00	NA	NA	27.81	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	518	603	Preview	13/09/2011 19:04:38	13/09/2011 19:05:00	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	664	450	Preview	13/09/2011 19:06:01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	9	209	Accepted	13/09/2011 19:07:50	13/09/2011 19:17:36	168.92	0.00	1	70	84.97	0.00	1	28	80.24	0.00	1	67	78.89	0.00	1	23	169.95	0.00	1	88	0	0	""
2	48	576	Preview	13/09/2011 19:09:05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	149	512	Preview	13/09/2011 19:09:32	13/09/2011 19:11:49	130.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	824	198	Preview	13/09/2011 19:09:43	13/09/2011 19:09:53	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	102	427	Preview	13/09/2011 19:11:34	13/09/2011 19:13:22	103.07	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	11	33	Preview	13/09/2011 19:11:51	13/09/2011 19:12:05	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	268	512	Preview	13/09/2011 19:12:27	13/09/2011 19:14:15	100.18	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	102	427	Skipped	13/09/2011 19:13:34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	64	512	Rejected	13/09/2011 19:14:23	13/09/2011 19:18:56	21.16	0.00	1	48	88.41	0.00	2	61	10.20	0.00	1	25	91.97	0.00	1	80	58.15	0.00	1	73	1	0	"Good Article"
2	156	370	Preview	13/09/2011 19:15:16	13/09/2011 19:15:59	40.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	762	370	Preview	13/09/2011 19:16:07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	441	370	Accepted	13/09/2011 19:16:12	13/09/2011 19:26:49	139.35	0.00	1	92	119.95	0.00	1	92	156.74	0.00	1	0	81.85	0.00	2	95	134.16	0.00	1	3	0	0	""
2	204	557	Preview	13/09/2011 19:17:02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	204	557	Skipped	13/09/2011 19:17:15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	61	209	Preview	13/09/2011 19:17:47	13/09/2011 19:18:09	20.07	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	73	557	Preview	13/09/2011 19:19:12	13/09/2011 23:19:36	6617.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	508	512	Preview	13/09/2011 19:19:41	13/09/2011 19:20:07	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	211	557	Preview	13/09/2011 19:20:35	13/09/2011 19:25:21	251.22	0.00	NA	NA	12.84	20.08	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	456	599	Preview	13/09/2011 19:21:59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	824	226	Preview	13/09/2011 19:22:50	13/09/2011 19:23:02	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	812	449	Preview	13/09/2011 19:24:03	13/09/2011 19:25:14	70.16	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	812	449	Accepted	13/09/2011 19:25:20	13/09/2011 19:27:04	17.25	0.00	2	90	14.84	0.00	1	0	20.37	0.00	1	70	26.40	0.00	2	2	24.19	0.00	2	73	0	0	""
2	670	398	Preview	13/09/2011 19:25:56	13/09/2011 19:27:58	120.05	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	841	370	Preview	13/09/2011 19:26:53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	386	449	Preview	13/09/2011 19:27:06	13/09/2011 19:27:36	30.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	811	204	Preview	13/09/2011 19:28:28	13/09/2011 19:31:24	170.04	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	718	417	Preview	13/09/2011 19:29:01	13/09/2011 19:30:36	91.71	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	261	204	Preview	13/09/2011 19:31:34	13/09/2011 19:35:14	110.83	0.00	NA	NA	61.73	0.00	NA	NA	9.26	0.00	NA	NA	6.18	0.00	NA	NA	32.08	0.00	NA	NA	NA	NA	NA
2	754	427	Preview	13/09/2011 19:31:37	13/09/2011 19:31:51	10.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	826	352	Preview	13/09/2011 19:31:46	13/09/2011 19:32:17	30.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	554	693	Preview	13/09/2011 19:32:59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	417	511	Preview	13/09/2011 19:34:08	13/09/2011 19:35:54	63.89	0.00	NA	NA	7.35	0.00	NA	NA	18.85	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	716	709	Preview	13/09/2011 19:35:10	13/09/2011 19:40:51	340.14	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
