id	country	run1pre	run1ski	run1acc	run1rej	run2pre	run2ski	run2acc	run2rej	run3pre	run3ski	run3acc	run3rej
633	"United States"	0	0	0	0	2	0	0	0	0	0	0	0
634	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
635	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
636	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
637	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
638	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
639	"United States"	0	0	0	0	6	0	1	0	3	0	0	0
642	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
643	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
644	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
645	"United States"	4	0	11	0	0	0	0	0	4	0	21	1
647	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
648	"United States"	0	0	0	0	1	0	0	0	3	1	0	0
650	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
651	"Jamaica"	0	0	0	0	7	1	5	0	0	0	0	0
652	"Canada"	0	0	0	0	1	0	0	0	0	0	0	0
653	"United States"	2	3	0	0	9	0	26	2	0	0	0	0
660	"United States"	0	0	0	0	2	1	0	0	8	2	8	0
661	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
662	"United States"	0	0	0	0	1	0	0	0	1	0	0	0
664	"United States"	10	1	0	0	9	0	0	0	1	0	0	0
665	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
666	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
668	"United States"	4	0	1	0	0	0	0	0	0	0	0	0
669	"United States"	0	0	0	0	8	1	3	1	0	0	0	0
678	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
679	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
680	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
681	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
682	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
683	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
684	"United States"	0	0	0	0	1	0	4	2	5	0	5	0
685	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
686	"United States"	0	0	0	0	3	0	1	0	0	0	0	0
687	"United States"	0	0	0	0	0	0	0	0	5	1	16	0
688	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
689	"United States"	8	0	1	0	0	0	0	0	0	0	0	0
691	"United States"	0	0	0	0	1	0	0	0	1	0	0	0
692	"United States"	0	0	0	0	1	1	0	0	0	0	0	0
693	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
694	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
695	"United States"	0	0	0	0	5	1	0	0	0	0	0	0
696	"United States"	0	0	0	0	3	0	2	0	0	0	0	0
697	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
698	"Macedonia"	0	0	0	0	1	0	0	0	0	0	0	0
699	"Yugoslavia"	0	0	0	0	0	0	0	0	1	0	0	0
700	"France"	0	0	0	0	8	1	24	2	0	0	0	0
702	"Romania"	0	0	0	0	1	0	0	0	2	1	0	0
703	"Romania"	0	0	0	0	0	0	0	0	1	0	0	0
704	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
705	"India"	0	0	0	0	1	0	0	0	0	0	0	0
706	"United Kingdom"	0	0	0	0	3	1	0	0	0	0	0	0
707	"Netherlands"	0	0	0	0	0	0	0	0	1	0	0	0
708	"Germany"	0	0	0	0	1	0	0	0	0	0	0	0
709	"United Kingdom"	0	0	0	0	3	0	1	0	0	0	0	0
710	"Spain"	0	0	0	0	7	0	0	0	7	0	0	0
711	"Romania"	1	0	0	0	0	0	0	0	0	0	0	0
712	"United Kingdom"	0	0	0	0	0	0	0	0	8	0	16	0
713	"Slovenia"	1	0	0	0	1	0	0	0	0	0	0	0
714	"Romania"	0	0	0	0	0	0	0	0	1	0	0	0
715	"Finland"	0	0	0	0	0	0	0	0	2	0	0	0
716	"United Kingdom"	0	0	0	0	1	0	0	0	0	0	0	0
717	"Slovenia"	1	0	1	0	2	0	1	0	7	1	2	0
718	"Lebanon"	0	0	0	0	2	1	0	0	0	0	0	0
719	"United Kingdom"	0	0	0	0	8	1	17	2	0	0	0	0
720	"Croatia"	0	0	0	0	4	0	1	0	0	0	0	0
721	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
722	"United States"	0	0	0	0	4	1	0	0	0	0	0	0
723	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
724	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
725	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
726	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
727	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
728	"United States"	0	0	0	0	12	0	6	2	0	0	0	0
729	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
730	"United States"	0	0	0	0	5	1	5	0	7	1	25	0
731	"United States"	0	0	0	0	4	0	5	1	17	3	44	0
736	"United States"	0	0	0	0	1	0	0	2	0	0	0	0
737	"United States"	0	0	0	0	0	0	0	0	1	1	0	0
738	"United States"	0	0	0	0	2	0	0	0	0	0	0	0
739	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
740	"United States"	0	0	0	0	9	1	0	0	2	0	0	0
741	"United States"	5	0	13	0	3	0	0	2	0	0	0	0
742	"United States"	4	0	3	0	0	0	0	0	0	0	0	0
743	"United States"	0	0	0	0	1	0	0	0	0	0	0	0
744	"United States"	0	0	0	0	0	0	0	0	0	0	0	0
745	"United States"	1	0	0	0	0	0	0	0	0	0	0	0
746	"United States"	4	1	6	0	8	1	13	2	0	0	0	0
759	"United States"	0	0	0	0	0	0	0	0	1	0	0	0
